"Taxon","Common","Observer","Source","year","date","InfestedArea","Percent Cover","GrossArea","Low_Plant","High_Plant","lat","lng","Datum","Elevation (meters)","Notes","description"
"Lepidium latifolium","Perennial pepperweed","Meg Marriott","USFWS Don Edwards National Wildlife Refuge Weed Survey 2010",2010,"2010-06-29","0.157 Square Meters","<1","3.14 Square Meters",,1,37.528324,-122.067668,"NAD83",6," ",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-27"," ","25 - 100"," ",,1,37.8404608474,-122.298109387,"NAD83",2," ",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-27"," ","05/25/15"," ",,1,37.84018947,-122.29827184,"NAD83",3,"ssshorebird",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-27"," ","25 - 100"," ",,1,37.83720727,-122.29840982,"NAD83",2,"marsh rise",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-23"," ","25 - 100"," ",,1,37.7462140608,-122.2266786368,"NAD83",2,"riprap top /",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-23"," ","01/05/15"," ",,1,37.74454786,-122.2581647449,"NAD83",2,"grass inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.744905215,-122.2578894922,"NAD83",2,"ss el bayfarm 3-4m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","05/25/15"," ",,1,37.7443465091,-122.2588650964,"NAD83",2,"riprap -grass 3-4m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","05/25/15"," ",,1,37.7441161062,-122.2593111706,"NAD83",2,"riprap -grass 3-4m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","05/25/15"," ",,1,37.743886353,-122.2596934952,"NAD83",2,"riprap -grass 3-4m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.7438125483,-122.2598259434,"NAD83",2,"riprap -grass 3-4m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","05/25/15"," ",,1,37.7397696244,-122.2596859492,"NAD83",2,"riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","05/25/15"," ",,1,37.7396852286,-122.2595573229,"NAD83",2,"riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.7383487032,-122.2580625017,"NAD83",1,"riprap top 2m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.7382529486,-122.2579636922,"NAD83",1,"riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.7380556013,-122.2577726737,"NAD83",1,"riprap top 2m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.7379036902,-122.257645322,"NAD83",1,"riprap top 2m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","01/05/15"," ",,1,37.7376105158,-122.2574262104,"NAD83",1,"riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","01/05/15"," ",,1,37.7374284257,-122.2573985814,"NAD83",4,"riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","01/05/15"," ",,1,37.7372713644,-122.2573646393,"NAD83",4,"riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","01/05/15"," ",,1,37.7366903093,-122.2569934729,"NAD83",1,"riprap top sprayed",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.7438826472,-122.2596755967,"NAD83",2,"mid dwn riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.7438011771,-122.2598108683,"NAD83",2,"mid dwn riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","01/05/15"," ",,1,37.7472193492,-122.2532465,"NAD83",2,"along garden mowed",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","01/05/15"," ",,1,37.7471895345,-122.2531862305,"NAD83",2,"alongfence mowed",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," "," "," ",,1,37.74739052,-122.25290176,"NAD83",2,"1 plant",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.74460663,-122.25840811,"NAD83",2,"riprap top into grass",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.74402355,-122.25947978,"NAD83",2,"riprap top into grass",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","01/05/15"," ",,1,37.73958029,-122.2594677995,"NAD83",2,"riprap top into grass",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.73910419,-122.25897552,"NAD83",2,"riprap top into grass",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.73861298,-122.25836365,"NAD83",2,"riprap top into grass",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","25 - 100"," ",,1,37.73853465,-122.2582646,"NAD83",2,"riprap top into grass",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-22"," ","05/25/15"," ",,1,37.73763033,-122.25744199,"NAD83",1,"riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.7478293019,-122.2375443276,"NAD83",1,"sand to riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.7480109605,-122.2475712128,"NAD83",1,"1-3m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.7480076604,-122.2477858097,"NAD83",1,"1-2m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","05/25/15"," ",,1,37.7480503945,-122.2493456656,"NAD83",1," ",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","05/25/15"," ",,1,37.7480371463,-122.2510802395,"NAD83",1," ",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.7459289043,-122.2557438071,"NAD83",2,"inland garden",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.7462415486,-122.2550245195,"NAD83",2,"inland garden",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.7452985534,-122.2571498122,"NAD83",2,"riprap 2m w",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," "," "," ",,1,37.74803432,-122.25039135,"NAD83",1,"1 plant riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," "," "," ",,1,37.7480297,-122.25044812,"NAD83",1,"1 plant riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," "," "," ",,1,37.74802535,-122.25049709,"NAD83",1,"1 plant riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," "," "," ",,1,37.74566493,-122.25639051,"NAD83",2,"1 plant ice pl",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," "," "," ",,1,37.74569315,-122.25639955,"NAD83",2,"1 plant ice pl",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," "," "," ",,1,37.74537328,-122.25698897,"NAD83",2,"1 plant riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," "," "," ",,1,37.7459991,-122.25555538,"NAD83",2,"1 plant riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," "," "," ",,1,37.74630709,-122.25491765,"NAD83",2,"1 plant at fence",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," "," "," ",,1,37.7465127,-122.25463289,"NAD83",2,"1 plant",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," "," "," ",,1,37.7468279,-122.25391762,"NAD83",2,"1 plant at fence",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74792156,-122.23703012,"NAD83",2,"ss bayfarm riprap street",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","05/25/15"," ",,1,37.74788878,-122.23713402,"NAD83",2,"ss bayfarm riprap street",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74802597,-122.24809434,"NAD83",1,"ss bayfarm beach-grass",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74804006,-122.24897869,"NAD83",1,"ss bayfarm beach-grass",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74802815,-122.24920174,"NAD83",1,"ss bayfarm beach-grass",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74800434,-122.25148584,"NAD83",1,"ss bayfarm beach-grass",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74800175,-122.25173638,"NAD83",1,"ss bayfarm riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74801995,-122.25184723,"NAD83",1,"ss bayfarm riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74786555,-122.25229198,"NAD83",2,"ss bayfarm low riprap inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","05/25/15"," ",,1,37.74771653,-122.25263471,"NAD83",2,"ss bayfarm low riprap inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74751362,-122.25301844,"NAD83",2,"ss bayfarm low riprap inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74722973,-122.25353946,"NAD83",2,"ss bayfarm low riprap inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74702937,-122.25391985,"NAD83",2,"ss bayfarm low riprap inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74684492,-122.25425954,"NAD83",2,"ss bayfarm low riprap inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","05/25/15"," ",,1,37.7466598,-122.25462186,"NAD83",2,"ss bayfarm low riprap inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74643936,-122.25503004,"NAD83",2,"ss bayfarm low riprap inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","05/25/15"," ",,1,37.74615521,-122.25550985,"NAD83",2,"ss bayfarm low riprap inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74593034,-122.25591748,"NAD83",2,"ss bayfarm low riprap inland",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","05/25/15"," ",,1,37.74570342,-122.25632882,"NAD83",2,"ss bayfarm low riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","05/25/15"," ",,1,37.74561135,-122.25659688,"NAD83",2,"ss bayfarm low riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74548844,-122.2568165,"NAD83",2,"ss bayfarm low riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74524857,-122.25720562,"NAD83",2,"ss bayfarm low riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-21"," ","25 - 100"," ",,1,37.74512086,-122.25742168,"NAD83",2,"ss bayfarm riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","05/25/15"," ",,1,37.8648846561,-122.3069252178,"NAD83",1,"riprap toe",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","01/05/15"," ",,1,37.8596120395,-122.3055911419,"NAD83",1,"riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","25 - 100"," ",,1,37.870529587,-122.3073487019,"NAD83",2,"riprap sch ck mouth controlled",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","05/25/15"," ",,1,37.86567522,-122.3062963,"NAD83",1,"ss controlled o",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","05/25/15"," ",,1,37.86514024,-122.30628209,"NAD83",2," ",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","01/05/15"," ",,1,37.86472135,-122.3069701,"NAD83",1,"controlled",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","01/05/15"," ",,1,37.86083471,-122.30584626,"NAD83",1,"controlled",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","01/05/15"," ",,1,37.86028045,-122.30580895,"NAD83",3,"controlled",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","01/05/15"," ",,1,37.86006523,-122.3057266,"NAD83",2,"controlled",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","01/05/15"," ",,1,37.85964607,-122.30569608,"NAD83",1,"controlled",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","05/25/15"," ",,1,37.86593367,-122.30665437,"NAD83",2,"controlled str ck mouth",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","01/05/15"," ",,1,37.86581459,-122.30686359,"NAD83",2,"controlled str ck mouth",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-20"," ","05/25/15"," ",,1,37.8636279,-122.30113852,"NAD83",1,"aq pk lagoon to mouth",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-07"," "," "," ",,1,37.70622581,-122.19643148,"NAD83",1," ",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-07"," "," "," ",,1,37.70571537,-122.19633695,"NAD83",1,"more upland possible",
"Lepidium latifolium","Perennial pepperweed","unknown","Friends of Five Creeks",2009,"2009-08-07"," ","25 - 100"," ",,1,37.70601356,-122.19602432,"NAD83",1,"ss oyster bay upland",
"Lepidium latifolium","Perennial pepperweed","F5C JH SS","Friends of Five Creeks",2009,"2009-08-03"," ","05/25/15"," ",,1,37.6710867685,-122.1631696499,"NAD83",2,"due e of big coastal ptch",
"Lepidium latifolium","Perennial pepperweed","F5C SS JH","Friends of Five Creeks",2009,"2009-08-03"," ","25 - 100"," ",,1,37.6706029598,-122.1627486556,"NAD83",2,"just n of slz ck 315deg MOVED",
"Lepidium latifolium","Perennial pepperweed","F5C SS JH","Friends of Five Creeks",2009,"2009-08-03"," ","05/25/15"," ",,1,37.67206992,-122.16540228,"NAD83",3,"coastl ptch 1 m r",
"Lepidium latifolium","Perennial pepperweed","F5C SS JH","Friends of Five Creeks",2009,"2009-08-03"," ","25 - 100"," ",,1,37.63898808,-122.14977325,"NAD83",2,"cogswell marsh is",
"Lepidium latifolium","Perennial pepperweed","F5C SS JH","Friends of Five Creeks",2009,"2009-08-03"," ","25 - 100"," ",,1,37.64508218,-122.15420189,"NAD83",2,"w ch corner",
"Lepidium latifolium","Perennial pepperweed","F5C SS JH","Friends of Five Creeks",2009,"2009-08-03"," ","25 - 100"," ",,1,37.64558776,-122.15242345,"NAD83",2,"ch edge",
"Lepidium latifolium","Perennial pepperweed","F5C SS JH","Friends of Five Creeks",2009,"2009-08-03"," ","25 - 100"," ",,1,37.64563791,-122.15219325,"NAD83",2,"s ch n edge",
"Lepidium latifolium","Perennial pepperweed","F5C SS JH","Friends of Five Creeks",2009,"2009-08-03"," ","25 - 100"," ",,1,37.65172467,-122.14600884,"NAD83",3,"ch edge",
"Lepidium latifolium","Perennial pepperweed","F5C SS JH","Friends of Five Creeks",2009,"2009-08-03"," ","25 - 100"," ",,1,37.6517231,-122.14601748,"NAD83",3,"saltflat under power lines",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-02"," ","01/05/15"," ",,1,37.6826846258,-122.1781783577,"NAD83",1,"rd edge mowed",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-02"," ","01/05/15"," ",,1,37.677379577,-122.1680288112,"NAD83",2," ",
"Lepidium latifolium","Perennial pepperweed","F5C SS AC","Friends of Five Creeks",2009,"2009-08-02"," ","25 - 100"," ",,1,37.6826924484,-122.1759345002,"NAD83",2,"faredge marsh to bldg MOVED",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-08-02"," ","25 - 100"," ",,1,37.67893992,-122.17132794,"NAD83",1,"rd to channel PT MOVED",
"Lepidium latifolium","Perennial pepperweed","F5C SS AC","Friends of Five Creeks",2009,"2009-08-02"," ","25 - 100"," ",,1,37.68334347,-122.17738602,"NAD83",2,"bet mrsh+golf PT MOVED",
"Lepidium latifolium","Perennial pepperweed","F5C SS AnC","Friends of Five Creeks",2009,"2009-08-02"," ","25 - 100"," ",,1,37.68243102,-122.1775265942,"NAD83",2," ",
"Lepidium latifolium","Perennial pepperweed","F5C SS AnC","Friends of Five Creeks",2009,"2009-08-02"," ","25 - 100"," ",,1,37.67706905,-122.16747325,"NAD83",2,"by tr",
"Lepidium latifolium","Perennial pepperweed","F5C SS AnC","Friends of Five Creeks",2009,"2009-08-02"," ","25 - 100"," ",,1,37.67694167,-122.16766886,"NAD83",2,"crosses closed tr",
"Lepidium latifolium","Perennial pepperweed","F5C SS AnC","Friends of Five Creeks",2009,"2009-08-02"," ","25 - 100"," ",,1,37.67631412,-122.1674452,"NAD83",1,"riprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS AnC","Friends of Five Creeks",2009,"2009-08-02"," ","25 - 100"," ",,1,37.6772754,-122.16791057,"NAD83",2,"mowed",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-07-30"," ","01/05/15"," ",,1,37.8980159869,-122.3077372604,"NAD83",5,"cerr ck controlled MOVED",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-07-30"," ","01/05/15"," ",,1,37.8979827069,-122.3075440221,"NAD83",5,"cerr ck controlled",
"Lepidium latifolium","Perennial pepperweed","FTC SS","Friends of Five Creeks",2009,"2009-07-30"," ","01/05/15"," ",,1,37.8980172763,-122.3080723639,"NAD83",4,"other side ck controlled MOVED",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-07-30"," ","25 - 100"," ",,1,37.8979171667,-122.30856323,"NAD83",3,"other side ck controlled MOVED",
"Lepidium latifolium","Perennial pepperweed","F5C JH MG SS","Friends of Five Creeks",2009,"2009-07-29"," ","05/25/15"," ",,1,37.6268205963,-122.1496816115,"NAD83",2,"riprap",
"Lepidium latifolium","Perennial pepperweed","F5C JH MG SS","Friends of Five Creeks",2009,"2009-07-29"," ","01/05/15"," ",,1,37.6297072085,-122.1507566717,"NAD83",2,"riprap",
"Lepidium latifolium","Perennial pepperweed","F5C JH MG SS","Friends of Five Creeks",2009,"2009-07-29"," ","25 - 100"," ",,1,37.6360537715,-122.1513965913,"NAD83",2,"road edge into marsh",
"Lepidium latifolium","Perennial pepperweed","SS JH MG","Friends of Five Creeks",2009,"2009-07-29"," ","01/05/15"," ",,1,37.62545297,-122.14628037,"NAD83",1,"ss jh mg rd edge",
"Lepidium latifolium","Perennial pepperweed","SS JH MG","Friends of Five Creeks",2009,"2009-07-29"," "," "," ",,1,37.63271483,-122.15228593,"NAD83",1,"ss jh mg rd edge",
"Lepidium latifolium","Perennial pepperweed","SS JH MG","Friends of Five Creeks",2009,"2009-07-29"," "," "," ",,1,37.63266259,-122.15227662,"NAD83",1,"ss jh mg rd edge",
"Lepidium latifolium","Perennial pepperweed","SS JH MG","Friends of Five Creeks",2009,"2009-07-29"," "," "," ",,1,37.63301815,-122.1523005,"NAD83",1,"ss jh mg rd edge",
"Lepidium latifolium","Perennial pepperweed","F5C SS MG JH","Friends of Five Creeks",2009,"2009-07-29"," ","25 - 100"," ",,1,37.62683281,-122.14954474,"NAD83",2,"at 1st brdge",
"Lepidium latifolium","Perennial pepperweed","F5C SS MG JH","Friends of Five Creeks",2009,"2009-07-29"," ","05/25/15"," ",,1,37.62683024,-122.14983441,"NAD83",2,"riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS MG JH","Friends of Five Creeks",2009,"2009-07-29"," ","05/25/15"," ",,1,37.62957015,-122.15087903,"NAD83",2,"r",
"Lepidium latifolium","Perennial pepperweed","F5C SS MG JH","Friends of Five Creeks",2009,"2009-07-29"," ","01/05/15"," ",,1,37.63472875,-122.15267544,"NAD83",2,"flat bove riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS MG JH","Friends of Five Creeks",2009,"2009-07-29"," ","01/05/15"," ",,1,37.63481168,-122.15270332,"NAD83",2,"flat bove riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS MG JH","Friends of Five Creeks",2009,"2009-07-29"," ","05/25/15"," ",,1,37.63555325,-122.15269552,"NAD83",2,"flat bove riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS MG JH","Friends of Five Creeks",2009,"2009-07-29"," ","25 - 100"," ",,1,37.63602474,-122.15274411,"NAD83",2,"flat bove riprap",
"Lepidium latifolium","Perennial pepperweed","F5C SS MG JH","Friends of Five Creeks",2009,"2009-07-29"," ","25 - 100"," ",,1,37.63598024,-122.15280299,"NAD83",1,"flat bove riprap",
"Lepidium latifolium","Perennial pepperweed","F5C CD","Friends of Five Creeks",2009,"2009-07-28"," ","25 - 100"," ",,1,37.65597136,-122.15041715,"NAD83",2," ",
"Lepidium latifolium","Perennial pepperweed","F5C CD","Friends of Five Creeks",2009,"2009-07-28"," "," "," ",,1,37.65398004,-122.14897274,"NAD83",3," ",
"Lepidium latifolium","Perennial pepperweed","F5C CD","Friends of Five Creeks",2009,"2009-07-28"," ","25 - 100"," ",,1,37.65462622,-122.15121279,"NAD83",2," ",
"Lepidium latifolium","Perennial pepperweed","F5C CD","Friends of Five Creeks",2009,"2009-07-28"," ","05/25/15"," ",,1,37.67669835,-122.16771381,"NAD83",2," ",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-07-27"," ","25 - 100"," ",,1,37.7462447281,-122.2267125412,"NAD83",2,"slbay W EDGE",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-07-27"," ","05/25/15"," ",,1,37.6485827226,-122.1548210253,"NAD83",1,"rIprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-07-27"," ","05/25/15"," ",,1,37.649082908,-122.1548993565,"NAD83",2,"rIprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-07-27"," "," "," ",,1,37.64885722,-122.15486648,"NAD83",2,"rIprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-07-27"," "," "," ",,1,37.64914049,-122.15491541,"NAD83",1,"rIprap top",
"Lepidium latifolium","Perennial pepperweed","F5C SS AC","Friends of Five Creeks",2009,"2009-07-27"," ","25 - 100"," ",,1,37.7464366,-122.23270042,"NAD83",1,"dolittle drnge ditch",
"Lepidium latifolium","Perennial pepperweed","F5C SS AC","Friends of Five Creeks",2009,"2009-07-27"," ","25 - 100"," ",,1,37.74630146,-122.23199575,"NAD83",1,"dolittle extnd 3mn",
"Lepidium latifolium","Perennial pepperweed","F5C SS AC","Friends of Five Creeks",2009,"2009-07-27"," ","25 - 100"," ",,1,37.7459919,-122.2304249,"NAD83",1,"dolittle extnd 5mn",
"Lepidium latifolium","Perennial pepperweed","F5C SS AC","Friends of Five Creeks",2009,"2009-07-27"," ","25 - 100"," ",,1,37.74585899,-122.22986602,"NAD83",1,"dolittle ditch adj old dump",
"Lepidium latifolium","Perennial pepperweed","F5C SS AC","Friends of Five Creeks",2009,"2009-07-27"," ","25 - 100"," ",,1,37.74572926,-122.22924619,"NAD83",1,"dolittle ditch adj old dump",
"Lepidium latifolium","Perennial pepperweed","F5C SS AC","Friends of Five Creeks",2009,"2009-07-27"," ","01/05/15"," ",,1,37.7457097,-122.22855839,"NAD83",2,"dolittle ditch adj old dump",
"Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009,"2009-07-27"," ","25 - 100"," ",,1,37.64760456,-122.15479852,"NAD83",1,"ss haywrd shrlin riprap",
