"ID","Taxon","Observer","Source","Date","Year","Phenology","InfestedArea","GrossArea","Percent Cover","Distribution","National Ownership","County","x","y","Location Description","!Comments"
"gr16654","Elymus triticoides","Bob Muns","Tom Chester",1995-01-01,1995,,"x",,,,"Public Land","Ventura","34.11161","-118.92733","Mishe Mokwa Trail Santa Monica Mtns",
"ce449","Elymus triticoides","Boyd, S.; Ross, T. et al","G.F. Hrusa checklists",1995-01-01,1995,,"x",,,,"Public Land","Riverside","33.5381","-117.423","San Mateo Wilderness Area Cleveland National Forest",
"gr13770","Elymus triticoides","staff","The Nature Conservancy",1995-01-01,1995,,"x",,,,"Public Land","San Luis Obispo","35.176053","-119.859466","Carrizo Plain Preserve",
"gr6258","Elymus triticoides","Clark, Sheri","G.F. Hrusa checklists",1995-01-01,1995,,"x",,,,"Public Land","Merced","37.2","-120.78333","San Luis Wildlife Refuge San Joaquin Valley",
"ce449","Elymus triticoides","Boyd, S.; Ross, T. et al","G.F. Hrusa checklists",1995-01-01,1995,,"x",,,,"Public Land","Riverside","33.5381","-117.423","San Mateo Wilderness Area Cleveland National Forest",
"casp39","Elymus triticoides","Hrusa, 1995","California State Parks",1995-01-01,1995,,"x",,,,"State Government","El Dorado","38.74242","-121.12084","Folsom Lake SRA",
"gr13770","Artemisia douglasiana","staff","The Nature Conservancy",1995-01-01,1995,,"x",,,,"Public Land","San Luis Obispo","35.176053","-119.859466","Carrizo Plain Preserve",
"gr6258","Artemisia douglasiana","Clark, Sheri","G.F. Hrusa checklists",1995-01-01,1995,,"x",,,,"Public Land","Merced","37.2","-120.78333","San Luis Wildlife Refuge San Joaquin Valley",
"ce246","Artemisia douglasiana","Shawna Martinez","Redbud CNPS",1995-01-01,1995,,"x",,,,"Public Land","Placer","38.914995","-121.060538","Old Stage Road Russell Road and Lincoln Way, Auburn",
"ce449","Artemisia douglasiana","Boyd, S.; Ross, T. et al","G.F. Hrusa checklists",1995-01-01,1995,,"x",,,,"Public Land","Riverside","33.5381","-117.423","San Mateo Wilderness Area Cleveland National Forest",
"casp39","Artemisia douglasiana","Hrusa, 1995","California State Parks",1995-01-01,1995,,"x",,,,"State Government","El Dorado","38.74242","-121.12084","Folsom Lake SRA",
"gr2134","Artemisia douglasiana","Dana York","The Nature Conservancy",1995-01-07,1995,,"x",,,,"Private Landowner","Fresno","37.006391","-119.455032","Fresno County Black Mountain Flora",
"ce245","Artemisia douglasiana","staff","Redbud CNPS",1995-06-24,1995,,"x",,,,"Public Land","Lake","38.887759","-122.771358","Boggs Lake Ecological Preserve",
"jgr3599","Artemisia douglasiana","Jeff Greenhouse",,1995-09-28,1995,,,,,,"Other / Unknown","Mariposa","37.8499232","-119.5676663","Yosemite National Park - Yosemite Valley",
"ce336","Elymus triticoides","staff","National Park Service;  Species in Parks (UC Davis)",1996-01-01,1996,,"x","137 Acres",,,"Public Land","San Diego","32.671026","-117.239913","Cabrillo National Monument",
"ce337","Elymus triticoides","staff","National Park Service;  Species in Parks (UC Davis)",1996-01-01,1996,,"x",,,,"Public Land","Madera","37.614435","-119.0839","Devils Postpile National Monument",
"xr331263","Elymus triticoides","Hrusa, G.F. & Hunter, J.","G.F. Hrusa checklists",1996-01-01,1996,,,,,,,"San Luis Obispo","35.33333","-120.6","Santa Lucia Mountains; Hwy 101 3 miles E of Cuesta Ridge Summit on Rd.",
"ce196","Elymus triticoides","Bob Muns","Tom Chester",1996-01-01,1996,,"x",,,,"Public Land","Orange","33.579301","-117.839183","Crystal Cove State Park",
"ce263","Elymus triticoides","Baker; RJ Little; et al.","Orange County CNPS; Audubon California Starr Ranch Sanctuary",1996-01-01,1996,,"x",,,,"Private Landowner","Orange","33.637453","-117.553796","Starr Ranch Sanctuary 100 Bell Canyon Dr, Trabuco Canyon",
"ce336","Elymus triticoides","staff","National Park Service;  Species in Parks (UC Davis)",1996-01-01,1996,,"x","137 Acres",,,"Public Land","San Diego","32.671026","-117.239913","Cabrillo National Monument",
"gr12366","Elymus triticoides","Hrusa, G.F.","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Other / Unknown","Shasta","40.45","-121.91667","Riverland Ranches Northern Sacramento Valley; I-5 to Anderson E to Gover Ditch",
"gr13930","Elymus triticoides","Grewell, Brenda J.","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Private Land Trust","Solano","38.2118","-122.02","Rush Ranch Suisun Marsh",
"gr2302","Elymus triticoides","Hrusa, G.F.","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Public Land","Butte","39.56667","-121.81667","WCWD Dams Area A; I-5 to Hwy 162 E to Butte Basin Wildlife Rfg.",
"GG504","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1996-01-01,1996,,"x","2.337 Acres",,,"Public Land","San Francisco","37.790036","-122.473533","Presidio Hills; Lessingia Recovery",
"gr7482","Elymus triticoides","Hrusa, G.F.","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Other / Unknown","Modoc","41.26667","-121.11667","County Rd. 90, Pit River Bridge Big Valley Region; Hwy 299 E from I-5 to Big Valley N to Splawn Mtn SE base.",
"gr9614","Elymus triticoides","Bowcutt, Frederica 1701","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Public Land","Sacramento","38.255031","-121.501922","Delta Meadows River Park Sacramento River Delta; Hwy 160 parallel to I-5 south from Sacramento to Locke.",
"ce196","Elymus triticoides","Bob Muns","Tom Chester",1996-01-01,1996,,"x",,,,"Public Land","Orange","33.579301","-117.839183","Crystal Cove State Park",
"ce337","Elymus triticoides","staff","National Park Service;  Species in Parks (UC Davis)",1996-01-01,1996,,"x",,,,"Public Land","Madera","37.614435","-119.0839","Devils Postpile National Monument",
"casp48","Elymus triticoides","Hoopes, et.al., 1996","California State Parks",1996-01-01,1996,,"x",,,,"State Government","Merced","37.284","-120.87288","Great Valley Grasslands SP",
"xr325472","Artemisia douglasiana","Hrusa, G.F. & Hunter, J.","G.F. Hrusa checklists",1996-01-01,1996,,,,,,,"San Luis Obispo","35.33333","-120.6","Santa Lucia Mountains; Hwy 101 3 miles E of Cuesta Ridge Summit on Rd.",
"xr325476","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1996-01-01,1996,,,,,,,"Glenn","39.45","-121.88333","Area C; I-5 to Hwy 162 E to Butte Basin Wildlife Rfg.",
"xr325477","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1996-01-01,1996,,,,,,,"Glenn","39.46667","-121.88333","Area C; I-5 to Hwy 162 E to Butte Basin Wildlife Rfg.",
"gr12366","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Other / Unknown","Shasta","40.45","-121.91667","Riverland Ranches Northern Sacramento Valley; I-5 to Anderson E to Gover Ditch",
"gr13930","Artemisia douglasiana","Grewell, Brenda J.","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Private Land Trust","Solano","38.2118","-122.02","Rush Ranch Suisun Marsh",
"gr2300","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Public Land","Glenn","39.5147","-121.8896","Little Butte Creek Area C; I-5 to Hwy 162 E to Butte Basin Wildlife Rfg.",
"gr2302","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Public Land","Butte","39.56667","-121.81667","WCWD Dams Area A; I-5 to Hwy 162 E to Butte Basin Wildlife Rfg.",
"gr8041","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Private Landowner","Napa","38.65","-122.55","Monte Sol North Coast Biodiversity Arena; Hwy 29 to RLS State Park, R at Monte Sol Rd. (private)",
"gr9614","Artemisia douglasiana","Bowcutt, Frederica 1701","G.F. Hrusa checklists",1996-01-01,1996,,"x",,,,"Public Land","Sacramento","38.255031","-121.501922","Delta Meadows River Park Sacramento River Delta; Hwy 160 parallel to I-5 south from Sacramento to Locke.",
"ce196","Artemisia douglasiana","Bob Muns","Tom Chester",1996-01-01,1996,,"x",,,,"Public Land","Orange","33.579301","-117.839183","Crystal Cove State Park",
"ce263","Artemisia douglasiana","Baker; RJ Little; et al.","Orange County CNPS; Audubon California Starr Ranch Sanctuary",1996-01-01,1996,,"x",,,,"Private Landowner","Orange","33.637453","-117.553796","Starr Ranch Sanctuary 100 Bell Canyon Dr, Trabuco Canyon",
"casp48","Artemisia douglasiana","Hoopes, et.al., 1996","California State Parks",1996-01-01,1996,,"x",,,,"State Government","Merced","37.284","-120.87288","Great Valley Grasslands SP",
"GG485","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1996-03-01,1996,,"x","1.553 Acres",,,"Public Land","San Francisco","37.790847","-122.473403","Presidio Hills; East Scrub",
"ce29","Artemisia douglasiana","C Patterson","Sonoma Co Regional Parks",1996-04-01,1996,,"x",,,,"Public Land","Sonoma","38.746708","-123.348226","Soda Spring Reserve 24700 Kelly Road, Annapolis, CA",
"GG510","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1996-05-01,1996,,"x","1.496 Acres",,,"Public Land","San Francisco","37.79094","-122.474174","Presidio Hills; Wetland",
"GG490","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1996-05-01,1996,,"x","0.623 Acres",,,"Public Land","San Francisco","37.790214","-122.473135","Presidio Hills; Oak Woodland",
"jgr17185","Artemisia douglasiana","Jeff Greenhouse",,1996-05-12,1996,,,,,,"Other / Unknown","Alameda","37.7447","-121.701","Brushy Peak Regional Preserve",
"jgr3343","Elymus triticoides","Jeff Greenhouse",,1996-07-28,1996,,,,,,"Other / Unknown","Mariposa","37.8499232","-119.5676663","Yosemite National Park - McGurk Mdw Tr",
"casp15","Elymus triticoides","Kerbavaz, 1997","California State Parks",1997-01-01,1997,,"x",,,,"State Government","San Diego","33.1364","-116.29191","Anza-Borrego Desert SP",
"gr14184","Elymus triticoides","Hrusa, G.F.","G.F. Hrusa checklists",1997-01-01,1997,,"x",,,,"Other / Unknown","Sutter","39.08333","-121.7","Pipeline Corridor Calpine; S of Yuba City along E Township",
"casp20","Elymus triticoides","Riparian Habitat Com., 1997","California State Parks",1997-01-01,1997,,"x",,,,"State Government","Butte","39.72007","-121.94983","Bidwell-Sacramento River SP",
"casp29","Elymus triticoides","Riparian Habitat Com., 1997","California State Parks",1997-01-01,1997,,"x",,,,"State Government","Colusa","39.22742","-122.00998","Colusa-Sacramento River SRA",
"casp147","Elymus triticoides","Riparian Habitat Com., 1997","California State Parks",1997-01-01,1997,,"x",,,,"State Government","Tehama","39.91786","-122.09249","Woodson Bridge SRA",
"gr14184","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1997-01-01,1997,,"x",,,,"Other / Unknown","Sutter","39.08333","-121.7","Pipeline Corridor Calpine; S of Yuba City along E Township",
"gr14185","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1997-01-01,1997,,"x",,,,"Other / Unknown","Sutter","39.11667","-121.76667","Sutter Bypass Calpine; S of Yuba City off Hughes RD  at Sutter Bypass and immed. W to River",
"gr589","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1997-01-01,1997,,"x",,,,"Other / Unknown","Butte","39.86667","-121.58333","Paradise-K Paradise Lake; Coutelenc Rd. from Magalia, to North Lake Rd. Walk lakeshore to upper lake",
"gr9044","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1997-01-01,1997,,"x",,,,"Other / Unknown","Plumas","39.96667","-120.78333","Quincy-A Quincy Area; Hwy 70 E from Quincy, L on 401, L on 25N18 to 2nd bridge over Squirrel Ck.",
"gr9045","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1997-01-01,1997,,"x",,,,"Other / Unknown","Plumas","39.91667","-120.73333","Quincy-B Quincy Area; Hwy 70 E from Quincy, L on 401, R 24N42, R 25N42, R at int. to Bradys Camp",
"gr9047","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1997-01-01,1997,,"x",,,,"Other / Unknown","Plumas","39.9","-120.75","Quincy-D Quincy Area; Hwy 70 E from Quincy, L on 508 up Rattlesnake Ck and to W",
"gr9048","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1997-01-01,1997,,"x",,,,"Other / Unknown","Plumas","39.86667","-120.73333","Quincy-E Quincy Area; Hwy 70 E from Quincy, to 508 intersection",
"gr9050","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1997-01-01,1997,,"x",,,,"Other / Unknown","Plumas","39.86667","-120.68333","Quincy-G Quincy Area; Hwy 70 E from Quincy, L at Little Long Valley Ck. or at Long Valley Ck.",
"gr9052","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1997-01-01,1997,,"x",,,,"Other / Unknown","Plumas","39.9","-120.63333","Quincy-I Quincy Area; Hwy 70 E from Quincy, L 23N11, L 23N12 R at 23N12E",
"casp15","Artemisia douglasiana","Kerbavaz, 1997","California State Parks",1997-01-01,1997,,"x",,,,"State Government","San Diego","33.1364","-116.29191","Anza-Borrego Desert SP",
"casp44","Artemisia douglasiana","CNPS: Pittman, 1997","California State Parks",1997-01-01,1997,,"x",,,,"State Government","San Benito","36.7609","-121.50223","Fremont Peak SP",
"casp20","Artemisia douglasiana","Riparian Habitat Com., 1997","California State Parks",1997-01-01,1997,,"x",,,,"State Government","Butte","39.72007","-121.94983","Bidwell-Sacramento River SP",
"casp29","Artemisia douglasiana","Riparian Habitat Com., 1997","California State Parks",1997-01-01,1997,,"x",,,,"State Government","Colusa","39.22742","-122.00998","Colusa-Sacramento River SRA",
"casp147","Artemisia douglasiana","Riparian Habitat Com., 1997","California State Parks",1997-01-01,1997,,"x",,,,"State Government","Tehama","39.91786","-122.09249","Woodson Bridge SRA",
"GG515","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1997-04-01,1997,,"x","5.940 Acres",,,"Public Land","San Francisco","37.794107","-122.477014","Southwest Dunes; Wherry Dunes",
"GG488","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1997-04-01,1997,,"x","23.92 Acres",,,"Public Land","San Francisco","37.793768","-122.477743","Southwest Dunes",
"GG494","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1997-04-01,1997,,"x","1.943 Acres",,,"Public Land","San Francisco","37.791392","-122.47441","Presidio Hills; Scrub Recovery",
"jgr14677","Artemisia douglasiana","Jeff Greenhouse",,1997-04-10,1997,,,,,,"Other / Unknown","Santa Barbara","34.0403","-119.844","Santa Cruz Id.",
"jgr5133","Elymus triticoides","Jeff Greenhouse",,1997-04-14,1997,,,,,,"Other / Unknown","San Luis Obispo","35.3463","-120.6448","Cuesta Ridge",
"GG497","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1997-05-07,1997,,"x","1.703 Acres",,,"Public Land","San Francisco","37.795363","-122.475699","Rob Hill; Communications Building",
"GG499","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1997-05-07,1997,,"x","1.548 Acres",,,"Public Land","San Francisco","37.795719","-122.47464","Rob Hill; Lessingia Site",
"GG498","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1997-05-07,1997,,"x","1.207 Acres",,,"Public Land","San Francisco","37.795358","-122.474552","Rob Hill; Top of Battery",
"gr7933","Artemisia douglasiana","Wilma Follette et al.","Marin CNPS",1997-05-14,1997,,"x",,,,"Public Land","Marin","38.087","-122.581","Indian Valley Open Space",
"ce545","Elymus triticoides","staff","Mountains Restoration Trust",1997-06-30,1997,,"x","3 Acres",,,"Public Land","Los Angeles","34.100432","-118.657976","Berrian",
"ce545","Artemisia douglasiana","staff","Mountains Restoration Trust",1997-06-30,1997,,"x","3 Acres",,,"Public Land","Los Angeles","34.100432","-118.657976","Berrian",
"gr4251","Elymus triticoides","staff","The Nature Conservancy",1998-01-01,1998,,"x",,,,"Private Land Trust","Kern","35.6699982","-118.2799988","Kern River Preserve",
"casp134","Elymus triticoides","Brothers, 1998","California State Parks",1998-01-01,1998,,"x",,,,"State Government","San Diego","32.92183","-117.24965","Torrey Pines SNR",
"xr331276","Elymus triticoides","Hrusa, G.F.","G.F. Hrusa checklists",1998-01-01,1998,,,,,,,"Solano","38.11667","-121.83333","East Bay Region; Future site of Calpine generating plant, along Antioch-Pittsburgh Hwy, adjacent to Dow Chemical",
"xr325469","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1998-01-01,1998,,,,,,,"Solano","38.11667","-121.83333","East Bay Region; Future site of Calpine generating plant, along Antioch-Pittsburgh Hwy, adjacent to Dow Chemical",
"xr325478","Artemisia douglasiana","Hrusa, G.F.","G.F. Hrusa checklists",1998-01-01,1998,,,,,,,"Sacramento","38.1302","-121.578","Sacramento River Delta; Georgiana Slough confluence at Walnut Grove 14 miles W to Mokelumne River intersection",
"gr4251","Artemisia douglasiana","staff","The Nature Conservancy",1998-01-01,1998,,"x",,,,"Private Land Trust","Kern","35.6699982","-118.2799988","Kern River Preserve",
"casp90","Artemisia douglasiana","Fosbrink, 1998","California State Parks",1998-01-01,1998,,"x",,,,"State Government","Ventura","34.22567","-119.25884","McGrath SB",
"casp124","Artemisia douglasiana","Follette et al, 1998","California State Parks",1998-01-01,1998,,"x",,,,"State Government","Marin","38.02413","-122.72419","Samuel P. Taylor SP",
"casp21","Artemisia douglasiana","Martin, 1998","California State Parks",1998-01-01,1998,,"x",,,,"State Government","Santa Cruz","37.16591","-122.24496","Big Basin Redwoods SP",
"casp27","Artemisia douglasiana","Martin, 1998","California State Parks",1998-01-01,1998,,"x",,,,"State Government","Santa Cruz","37.22392","-122.1251","Castle Rock SP",
"gr7955","Artemisia douglasiana","Wilma Follette et al.","Marin CNPS",1998-03-10,1998,,"x",,,,"Public Land","Marin","38.008","-122.62","Whites Hill Open Space",
"jgr20278","Artemisia douglasiana","Jeff Greenhouse",,1998-03-24,1998,,,,,,"Other / Unknown","Marin","38.0258","-122.732","Samuel Taylor State Park",
"gr7948","Artemisia douglasiana","Wilma Follette et al.","Marin CNPS",1998-03-24,1998,,"x",,,,"Public Land","Marin","38.027","-122.731","Samuel P Taylor State Park",
"GG512","Elymus triticoides","Michael Chasse","Presidio Natural Resources",1998-04-01,1998,,"x","2.374 Acres",,,"Public Land","San Francisco","37.797723","-122.479351","North Baker Beach; Yerba Buena Dunes",
"gr7938","Artemisia douglasiana","Wilma Follette, Doreen Smith et al.","Marin CNPS",1998-04-01,1998,,"x",,,,"Public Land","Marin","38.018","-122.611","Loma Alta Open Space",
"jgr22020","Artemisia douglasiana","Jeff Greenhouse",,1998-04-11,1998,,,,,,"Other / Unknown","Alameda","37.5282","-121.837","Sunol Regional Wilderness",
"ce63","Elymus triticoides","S Schettler, M Silberstein,  R Morgan,  D Hillyard, E Mercurio, J Griffin, P Slattery and John King.","Monterey Bay National Marine Sanctuary; De Vogelaere, A., J. Holte, M. Silberstein, M. Jacobi. 1998.",1998-04-20,1998,,"x",,,,"Public Land","Monterey","36.821767","-121.739158","Elkhorn Slough and adjacent uplands",
"ce63","Artemisia douglasiana","S Schettler, M Silberstein,  R Morgan,  D Hillyard, E Mercurio, J Griffin, P Slattery and John King.","Monterey Bay National Marine Sanctuary; De Vogelaere, A., J. Holte, M. Silberstein, M. Jacobi. 1998.",1998-04-20,1998,,"x",,,,"Public Land","Monterey","36.821767","-121.739158","Elkhorn Slough and adjacent uplands",
"df3826","Artemisia douglasiana","Martin, Roberts, Keeler-Wolf","National Park Service",1998-06-19,1998,,"x",,,,"* National Park Service","Mariposa","37.67363","-119.8053043","YOSE.98M1 Turn N on El Portal Road from Hwy. 140; go right on Foresta Road; follow Foresta for ~ 1 mile; go right onto Rancheria Flat Road, head toward top of housing project; hike east.",
"df3712","Artemisia douglasiana","Roberts (O), Warner (R)","National Park Service",1998-06-29,1998,,"x",,,,"* National Park Service","Mariposa","37.6770028","-119.8078348","YOSE.98K11 From Foresta Rd., take Rancheria Flat Rd. to its end above Rancheria Flat residential area; park by concrete block reservoir. Take dirt road N from parking area ~ 1/2 mile to saddle in ridge - veer off road to left, heading downslope towards Moss Creek. B",
"df3860","Artemisia douglasiana","Martin (O), Grossman (R)","National Park Service",1998-07-01,1998,,"x",,,,"* National Park Service","Mariposa","37.6649838","-119.8524381","YOSE.98M13 Off Incline Rd., ascend up Cranberry Creek ~ 200 m until end of blackberry patch. Top of plot is at small falls.",
"df3863","Artemisia douglasiana","Martin (O), Roberts (R)","National Park Service",1998-07-02,1998,,"x",,,,"* National Park Service","Mariposa","37.7246448","-119.6345115","YOSE.98M15 Yosemite Valley, directly in front of the nose of El Capitan ~ 40 m off main valley road toward El Capitan",
"df3866","Artemisia douglasiana","Martin (O), Grossman (R)","National Park Service",1998-07-06,1998,,"x",,,,"* National Park Service","Tuolumne","37.9159366","-119.9691319","YOSE.98M18 From State Hwy. 120, follow Cherry Lake Rd. (USFS 1N07) past Cherry Creek bridge ~",
"df3867","Artemisia douglasiana","Martin (O), Roberts(R)","National Park Service",1998-07-07,1998,,"x",,,,"* National Park Service","Tuolumne","37.8750088","-119.9506754","YOSE.98M19 From State Hwy. 120, take Cherry Lake Rd. (USFS 1N07); proceed to sharp hairpin turn above Tuolumne River at power house (before descending down last grade to river crossing); plot is in small drainage just west of newly constructed road reinforcements",
"df3746","Artemisia douglasiana","Klohr (O), Roberts (R)","National Park Service",1998-07-13,1998,,"x",,,,"* National Park Service","Mariposa","37.6976386","-119.7550998","YOSE.98K27 Big Oak Flat Rd. to Foresta Rd. Proceed to first bridge crossing Crane Creek. Walk ~40 m downstream from bridge.",
"df3750","Elymus triticoides","Klohr (O), Roberts (R)","National Park Service",1998-07-14,1998,,"x",,,,"* National Park Service","Mariposa","37.7158029","-119.6582796","YOSE.98K30 In Bridalveil Meadow, ~200 m N of South Side Dr., ~100 m W of conifer - oak forest that defines E edge of meadow (SE corner is here)",
"df3881","Artemisia douglasiana","Martin (O), Grossman (R)","National Park Service",1998-07-14,1998,,"x",,,,"* National Park Service","Mariposa","37.7220347","-119.6327627","YOSE.98M31 Northside Drive W to El Capitan Meadow. Walk along Merced R. on E sideof meadow ~200 m to the point where large ponderosa pines no longer line river. NNE from lower cathedral (???).",
"df3750","Artemisia douglasiana","Klohr (O), Roberts (R)","National Park Service",1998-07-14,1998,,"x",,,,"* National Park Service","Mariposa","37.7158029","-119.6582796","YOSE.98K30 In Bridalveil Meadow, ~200 m N of South Side Dr., ~100 m W of conifer - oak forest that defines E edge of meadow (SE corner is here)",
"df3748","Artemisia douglasiana","Klohr (O), Grossman (R)","National Park Service",1998-07-14,1998,,"x",,,,"* National Park Service","Mariposa","37.7156096","-119.6576602","YOSE.98K29 South Side Dr. to Bridalveil Meadow turnout. Walk N ~150 m from turnout to ~20 m from forest.",
"df3747","Artemisia douglasiana","Klohr (O), Grossman (R)","National Park Service",1998-07-14,1998,,"x",,,,"* National Park Service","Mariposa","37.7143425","-119.6583068","YOSE.98K28 South Side Dr. to Bridalveil Meadow turnout. Head into meadow N from turnout, towards first large ponderosa pine. SE corner of plot is ~15 m off road.",
"df3883","Artemisia douglasiana","Martin (O), Grossman (R)","National Park Service",1998-07-15,1998,,"x",,,,"* National Park Service","Mariposa","37.7396753","-119.6004365","YOSE.98M33 Northside Dr. W. Take first left after Yosemite Lodge, follow road ~50 m as far south as possible. Take trail S into Leidig Meadow. Take a left onto side trail along the Merced R. (~70 m along), walk ~ 30 m down this trail.",
"df3751","Artemisia douglasiana","Klohr (O), Roberts (R)","National Park Service",1998-07-15,1998,,"x",,,,"* National Park Service","Mariposa","37.6995496","-119.7531406","YOSE.98K31 Big Oak Flat Rd. to Foresta Rd.; Foresta Rd., turn N on road that runs toward Crane Flat along Crane Creek, travel ~1/4 mile on this road past a large red house to a shaded area adjacent to Crane Creek with old ponderosa pine trees.",
"df3753","Artemisia douglasiana","Klohr (O), Grossman (R)","National Park Service",1998-07-16,1998,,"x",,,,"* National Park Service","Mariposa","37.7365353","-119.5953115","YOSE.98K33 South Side Dr. past Swinging Bridge; stop at next meadow on left across from Yosemite Falls. Walk ~15 m towards 3 black oaks. SE corner of plot is 200 deg. fr. Yosemite Falls.",
"df3885","Artemisia douglasiana","Martin (R), Roberts (O)","National Park Service",1998-07-17,1998,,"x",,,,"* National Park Service","Mariposa","37.741492","-119.577227","YOSE.98M35 Southside Dr. in Yosemite Valley to Curry Village, but turn left across Stoneman Bridge, drive ~1/4 mile. Go through campground heading directly west towards the Merced R. Plot is at the N tip of the sandbar wher the Merced frequently breaks through. Bear",
"df3756","Artemisia douglasiana","Klohr (O), Roberts (R)","National Park Service",1998-07-17,1998,,"x",,,,"* National Park Service","Mariposa","37.5371926","-119.6488212","YOSE.98K36 From Wawona Rd., turn E on S. Wawona Rd. (road to 7th Day Adventist camp). Go ~3/4 km to a disturbed dry meadow across the river from the Wawona Fire Station.",
"df3755","Artemisia douglasiana","Klohr (O), Roberts (R)","National Park Service",1998-07-17,1998,,"x",,,,"* National Park Service","Mariposa","37.5409879","-119.6257679","YOSE.98K35 Wawona Rd. S to S. Wawona Rd. Head E until S. Wawona Rd. intersects the 7th Day Adventist camp, ~3 km. Park and wald down the dirt road that runs along the river. Descend to the river ~200 m from the start of dirt road.",
"df3888","Elymus triticoides","Martin (R), Roberts (O)","National Park Service",1998-07-21,1998,,"x",,,,"* National Park Service","Mono","37.9234601","-119.1393721","YOSE.98M38 From Lee Vining, S on US Hwy. 395 to right at sign for Horse Meadows ( ~1.5 km S of State Hwy. 120 jct.). Proceed on dirt road 3 km to steep uphill section, then go another ~80 m, then head 342 deg. N ~120 m to plot. From SW corner of plot -> Williams Pk.",
"df3767","Elymus triticoides","Klohr (O), Roberts (R)","National Park Service",1998-07-24,1998,,"x",,,,"* National Park Service","Mono","37.93271","-119.1172265","YOSE.98K46 From U.S. 395, ~1.5 km S of jct. w/ State Hwy. 120, take Horse Meadow road ~ 1 mile west to a large junction with a road that runs west. Park and walk into the narrow stand of aspens.",
"df3897","Elymus triticoides","Martin (O), Grossman (R)","National Park Service",1998-07-24,1998,,"x",,,,"* National Park Service","Mono","37.9410515","-119.189744","YOSE.98M46 From State Hwy. 120 ~ 3 miles W of jct. w/ U.S. 395, take Poole Power Plant Rd.; continue on this road until sagebrush yields to Populus tremuloides stand on the right. Plot is ~5 m from road near the beginning of the aspen stand. Consult UTM coordinates ",
"df3767","Artemisia douglasiana","Klohr (O), Roberts (R)","National Park Service",1998-07-24,1998,,"x",,,,"* National Park Service","Mono","37.93271","-119.1172265","YOSE.98K46 From U.S. 395, ~1.5 km S of jct. w/ State Hwy. 120, take Horse Meadow road ~ 1 mile west to a large junction with a road that runs west. Park and walk into the narrow stand of aspens.",
"df3900","Artemisia douglasiana","Martin (O), Grossman (R)","National Park Service",1998-07-28,1998,,"x",,,,"* National Park Service","Mono","37.9448832","-119.211797","YOSE.98M49 Drive E on Poole Power Station Rd. from the power station for ~ 1/2 mile until Lee Vining Creek crosses road. Park and walk W off road and you are in plot. SE corner is near juge emergent white fir near the stream.",
"df3902","Artemisia douglasiana","Martin (O), Grossman (R)","National Park Service",1998-07-28,1998,,"x",,,,"* National Park Service","Mono","37.9441337","-119.1911782","YOSE.98M50 From Lee Vining, take State Hwy. 120 W towards Tioga Pass. Take a left on Poole Power Station Road; drive ~ 2 miles and park in pullout on right just before solid stand of Populus tremuloides. Walk N along edge of sagebrush & forest for ~ 200 m. When soli",
